id,fecha,lugar,tipo_evento,tipo_evento_principal,subtipos_evento,quien_protesta,demanda,a_quien,discurso_framing,respuesta_estatal,fuente
P21-40,11-07-2021,"Batabanó, Mayabeque",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles extendiendo una bandera cubana para exigir la libertad de Cuba. Pasan por varios lugares como: estaciones de la PNR y Bomberos, Yaracuy, Comité Municipal de la UJC y el PCC.",Autoridades locales (Estación de Policía),"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao"", ""Las calles son del pueblo""",Militares afuera de la estación de policía intentan dialogar con los manifestantes para ponerle fin a la protesta.,https://www.youtube.com/watch?v=P8Ty0CpJg58 https://www.youtube.com/watch?v=-4wn-YNFj2c
P21-41,11-07-2021,"Manzanillo, Granma",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles extendiendo una bandera cubana para exigir la libertad de Cuba. Pasan por la calle Maceo e/ Concordia y San Salvador, Maceo y Purísima, Maceo e/ Sol y Loma, e/ Sol y Plácido, e/ Martí y Mártires de Vietnam, Martí y Masó, e/ José Miguel Gómez y Martí, Parque Céspedes, Maceo y Merchán.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao"", ""Las calles son del pueblo""",Se presencian policías en las calles y detienen a un manifestante.,https://www.youtube.com/watch?v=zRI3-ZNDWrs https://www.youtube.com/watch?v=1FnC-gE51s0 https://www.youtube.com/watch?v=cpFN4eDwm_o  https://www.youtube.com/watch?v=bwNDCOkkYSw
P21-42,11-07-2021,"Regla, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad. Salen de la Estación PNR pasando por el cementerio de Regla hasta la Fábrica de Aluminio.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao""",Hay presencia policial en varios puntos de la manifestación.,https://www.youtube.com/watch?v=L1MTkExhkhg https://www.youtube.com/watch?v=gdCQ_l2M8tM https://www.youtube.com/watch?v=-8cXnF7TEtM
P21-43,11-07-2021,"Inmediaciones de la Plaza de la Revolución, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao"", ""Las calles son del pueblo""",Hay presencia de policías y tropas especiales con perros que forman un cordón para reprimir a los manifestantes (arrojan piedras y disparan). Llega un grupo progobierno armado con palos para agredir a los manifestantes.,https://www.youtube.com/watch?v=xM8KpelmLMo
P21-44,11-07-2021,"Cerro, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad, transitan por las calles: Aranguren e/ Barreiro y Calzada de Infanta, Aranguren e/ Barreiro y Calzada de Infanta, Aranguren y Pereira, Aranguren entre Pereira y General Núñez.",Estado cubano,"""Libertad"", ""Patria y Vida""","Se observan brigadas de respuesta rápida con palos, banderas y consignas revolucionarias para reprimir a los manifestantes.",https://www.youtube.com/watch?v=mPKqmKG2BAQ https://www.youtube.com/watch?v=hebuxNG-lzQ  https://www.youtube.com/watch?v=arrXP_mqxf0
P21-45,11-07-2021,"Nueva Gerona, Isla de la Juventud",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Abajo la dictadura"", ""Díaz-Canel, singao"", ""Viva Cuba Libre""",Represión a manifestantes en la Isla de la Juventud a través de militares y brigadas de respuesta rápida que gritan consignas revolucionarias.,https://www.youtube.com/watch?v=joL_NTeMxds
P21-46,11-07-2021,"Perico, Matanzas",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Nosotros somos cubanos, nosotros somos Cuba"", ""Díaz-Canel, singao"", ""El pueblo unido, jamás será vencido"", ""Asesinos""",NULL,https://www.youtube.com/watch?v=72VkaGHMcrc
P21-47,11-07-2021,"Colón, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. Diago y América Arias, Diago y Avellaneda, Martí e/ Máximo Gómez y Bartolomé Masó, Máximo Gómez y Diago, Parque La Tijera, Martí y Colón y Gobierno Municipal.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao"", ""Abajo el comunismo"", cantan el Himno Nacional.","Hay presencia de policías y militares que intentan reprimir a los manifestantes, arrastrándolos y golpeándolos para llevárselos. Cortan el internet.",https://www.youtube.com/watch?v=iDaNaY1GNh4 https://www.youtube.com/watch?v=bp8bLglJBFI  https://www.youtube.com/watch?v=VxF5UxJ6Xyo  https://www.youtube.com/watch?v=2qNEBXY5qSk
P21-48,11-07-2021,"Cotorro, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a convocar al pueblo a sumarse a la protesta por la libertad. Marchan hacia el parque 19 de Abril.,Estado cubano,NULL,NULL,https://www.youtube.com/watch?v=aSmI4HkD1C4
P21-49,11-07-2021,"Florida, Camagüey",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. La manifestación transitó por la Iglesia Cristiana Pentecostal de Cuba, la Estación PNR y Presidente Gómez. Las personas que habían salido a la calle a protestar pacíficamente se dirigieron a la Estación de Policía del municipio a exigir la liberación de Misael Suárez, detenido poco antes en su vivienda.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao"", ""No tenemos miedo""",Detienen a Misael Suárez poco antes de salir de su casa para incorporarse a la protesta.,https://www.youtube.com/watch?v=UjHLM0-MX6M https://www.youtube.com/watch?v=Mv5FzJ0kFW8 https://www.youtube.com/watch?v=LtX_OcvSCtg
P21-50,11-07-2021,"Guanajay, Artemisa",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. La manifestación transcurre por las calles: Aramburu e/ 56 y Gelabert, General Díaz y Agramonte, el Parque Central, Aramburu e/ Martí y Agramonte, Avenida 99 y 80 y el Comité Municipal del PCC.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""El pueblo unido, jamás será vencido"", ""Díaz-Canel, singao"", ""Las calles son del pueblo""",Tropas especiales detienen a los manifestantes y los reprimen golpeándolos para llevárselos esposados.,https://www.youtube.com/watch?v=caHsCWVvmic https://www.youtube.com/watch?v=hKzvq--f8cQ https://www.youtube.com/watch?v=9qZTKJT0tRg  https://www.youtube.com/watch?v=evvyBqrCl2s  https://www.youtube.com/watch?v=1NI4yXXwA5I
P21-51,11-07-2021,"El Palenque, La Lisa, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida""",Ocurren enfrentamientos entre la policía y los manifestantes. Los militares y policías forman un cordón para impedir el paso.,https://www.youtube.com/watch?v=Lkof7vvrhvQ
P21-52,11-07-2021,"Santa Fe, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad en la calle 296.,Estado cubano,"""El pueblo unido, jamás será vencido""",NULL,https://proyectoinventario.org/mapa-manifestaciones-cuba-11j/
P21-53,11-07-2021,"Morón, Ciego de Ávila",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo es el que llama"", cantan el Himno Nacional.",NULL,https://www.youtube.com/watch?v=j4PwHXmX6ZM
P21-54,11-07-2021,"Águila y Trocadero, Centro Habana, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Grupo de personas salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao""",NULL,https://www.youtube.com/watch?v=6irgWY8yIAQ
P21-55,11-07-2021,La Tunas,Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. La marcha transita por las calles: Cucalambé, Menocal e/ Francisco Vega y Julián Santana, Cementerio y 13 de Octubre, Cementerio y Ángel Guerra, Menocal y Ángel Guerra.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao"", ""Abajo el comunismo""",Grupos simpatizantes del gobierno interceptan a los manifestantes con consignas revolucionarias. Se observan policías en el lugar y arrestan violentamente a un menor de edad.,https://www.youtube.com/watch?v=ezhLHtvARFg https://www.youtube.com/watch?v=UmEjcGmsjfs https://www.youtube.com/watch?v=e_-lJiIZl0c  https://www.youtube.com/watch?v=yzBntfSfgjY https://www.youtube.com/watch?v=LQklhpdQtKg
P21-56,11-07-2021,"Unión de Reyes, Matanzas",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad. Un seminarista durante la protesta en Matanzas defiende el respeto por encima de ideologías en el Parque de la Iglesia de San Antonio de Cabezas.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo es el que llama"", cantan el Himno Nacional.",Hay presencia de autoridades policiales y grupos a favor del gobierno que intentan reprimir la manifestación.,https://www.youtube.com/watch?v=6rsTKupPOhk
P21-57,11-07-2021,"Las Cañas, Artemisa",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Queremos un cambio"", ""Díaz-Canel, singao"", ""El pueblo es el que llama"", cantan el Himno Nacional.",Se observa presencia policial en el lugar.,https://www.youtube.com/watch?v=D_x-BHmMmFs
P21-58,11-07-2021,"Vía Blanca e/ E y C, Guanabacoa, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,Manifestantes salen a las calles para exigir libertad.,Estado cubano,"""Libertad"", ""Patria y Vida"", ""Libertad a Cuba"", ""Díaz-Canel, singao"", ""Abajo el comunismo""",NULL,https://www.youtube.com/watch?v=p1MdRAOgzuY
P21-59,11-07-2021,"Galiano, Centro Habana, La Habana",Marcha,Marcha,Marcha,Ciudadanos/pueblo,"Manifestantes salen a las calles para exigir libertad. Pasan por las calles Los Galiano y Trocadero, Galiano y Ánimas, Galiano y Concordia, Galiano y Neptuno.",Estado cubano,"""Libertad"", ""Patria y Vida"", ""Díaz-Canel, singao""",Se observa presencia policial y grupos de respuesta rápida vestidos de civil para reprimir a los manifestantes. Arrestan de forma violenta a varias personas y rocían spray.,https://www.youtube.com/watch?v=ArbjqpxlZlU https://www.youtube.com/watch?v=gpQ6Q2zwzRg https://www.youtube.com/watch?v=XWr-4yRZCmo  https://www.youtube.com/watch?v=HLz_-LlA31s
