id,fecha,lugar,tipo_evento,tipo_evento_principal,subtipos_evento,quien_protesta,demanda,a_quien,discurso_framing,respuesta_estatal,fuente
P22-87,30-09-2022,"Monte y San Joaquín, Cerro, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"""Pongan la corriente, pinga"".",NULL,https://twitter.com/CubanetNoticias/status/1575979359248486400?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575979359248486400%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-88,30-09-2022,"100 y 96, Marianao, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1575981467720552448?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575981467720552448%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-89,30-09-2022,"Calabazar, Boyeros, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1575992537411883011?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575992537411883011%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-90,30-09-2022,"Primelles y Avenida de la Ceiba, Cerro, La Habana",Manifestación/Concentración,Manifestación,Concentración,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,"""Queremos la luz"".",NULL,https://twitter.com/joseraul86/status/1575994716230803456?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1575994716230803456%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-91,30-09-2022,"31 y 56, Playa, La Habana",Marcha animalista,Marcha animalista,Marcha animalista,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,NULL,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-92,30-09-2022,"Hotel Copacabana 1ra y  44, Playa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,Se observa la policía en el lugar.,https://youtu.be/HM3dZNU6Dvs
P22-93,30-09-2022,"Las Minas, Guanabacoa, , La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad y los apagones constantes en la isla y prenden candela en la calle.,Estado cubano,"“Policía, pinga”, ""Díaz-Canel, singao"".",NULL,https://twitter.com/YamilaHija/status/1576017187482935296?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576017187482935296%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-94,30-09-2022,"Reparto Guardiola, San Miguel del Padrón, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Vecinos cierran la calle y obligan a que el tráfico se desvíe en protesta a los apagones.,Estado cubano,NULL,NULL,https://twitter.com/FelixLlerenaCUB/status/1576036156449644549?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576036156449644549%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-95,30-09-2022,"Río Cristal, Boyeros, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demandan la falta de electricidad y los constantes apagones.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-96,30-09-2022,"Terminal 2, Aeropuerto José Martí, Boyeros, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,"Vecinos bloquean la calle, mientras tocan cazuelas protestando por la falta de electricidad.",Estado cubano,Corean: “Pongan la corriente”.,NULL,https://twitter.com/arlemolina/status/1576298884103434240?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576298884103434240%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-97,30-09-2022,"Barreras, Guanabacoa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,"En protesta por la falta de electricidad, un grupo de personas cerraron el tránsito a la entrada del pueblo con madera y neumáticos incendiados y comenzaron a tocar cazuelas.",Estado cubano,"""Que pongan la luz"".",NULL,https://twitter.com/invntario/status/1576282288312274951?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576282288312274951%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-98,30-09-2022,"Río Verde, Boyeros, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,"“Pongan la corriente, pinga”.",NULL,https://twitter.com/YannisEst/status/1576265930430193669?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576265930430193669%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-99,30-09-2022,"Reparto Mañana, Guanbacoa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Manifestantes bloquean línea de ferrocarril y obligan a que un tren se detenga como forma de protesta ante los constantes apagones.,Estado cubano,NULL,NULL,https://youtu.be/SfhK_qXTdIE
P22-100,30-09-2022,"Reparto Prefabricado, Boyeros, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Vecinos cierran la Avenida Boyeros y tocan cacerolas en protesta por la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/arlemolina/status/1576658796541198336?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576658796541198336%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-101,01-10-2022,"Calle 20, La Hata, Guanabacoa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Grupo de vecinos cierran el tráfico en la intersección de Calle 20 y Máximo Gómez en protesta por los constantes apagones.,Estado cubano,NULL,La policía se presenta en el lugar.,https://twitter.com/invntario/status/1576252062379171847?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576252062379171847%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-102,01-10-2022,"Calzada del Cerro y Churruca, Cerro, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Vecinos cierran la calle con contenedores de basura y tocan cazuelas.,Estado cubano,NULL,NULL,https://twitter.com/invntario/status/1576259167056191488?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576259167056191488%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-103,01-10-2022,"Las Minas, Guanabacoa, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Protestas por segundo día en la localidad de Las Minas. Vecinos bloquean la carretera por la que circula transporte público.,Estado cubano,NULL,NULL,https://twitter.com/YannisEst/status/1576256798541156358?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576256798541156358%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-104,01-10-2022,"Plaza de la Revolución, Vedado, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Vecinos cerraron el tráfico en las calles 15 y 12 para exigir el restablecimiento del servicio eléctrico.,Estado cubano,NULL,Rápidamente se personaron en el lugar policías y agentes de la Seguridad del Estado para reprimir a los manifestantes.,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-105,01-10-2022,"Primer Anillo, Guanabacoa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Grupo de personas se unen para formar un cordón e impedir el paso en una de las calles que conduce al aeropuerto como forma de protesta.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1576283951416872960?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576283951416872960%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-106,01-10-2022,"Santos Suárez, Diez de Octubre, La Habana",Manifestación/Concentración,Manifestación,Concentración,Ciudadanos/pueblo,Vecinos de Zapote y San Julio se concentran en la esquina para protestar por la falta de electricidad.,Estado cubano,NULL,"Un funcionario del gobierno se acercó a hablarles, se tuvo que ir y la gente continuó en la calle. Más adelante llegó al lugar la presidenta del Gobierno de Diez de Octubre, Bárbara Maritza Agón Fernández.",https://twitter.com/invntario/status/1576360581208088576?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576360581208088576%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-107,01-10-2022,"Calle Perla, Arroyo Naranjo, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Vecinos cierran el tráfico como demanda por la falta de electricidad.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-108,01-10-2022,"Plaza de la Revolución, Línea, Vedado, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Vecinos voltean contenedores de basura en la calle para cerrar el tráfico y tocan cazuelas en protestas a los constantes apagones.,Estado cubano,NULL,NULL,https://twitter.com/invntario/status/1576384761408487426?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576384761408487426%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-109,01-10-2022,"26 y 29, Plaza de la Revolución, Nuevo Vedado, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,"“No queremos muela, queremos la luz”.",NULL,https://twitter.com/invntario/status/1576385497957650432?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576385497957650432%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-110,01-10-2022,"La Micro, Puerto Padre, Las Tunas",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/valdes_meylin/status/1576380739389571072?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576380739389571072%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-111,01-10-2022,"Calle 7, Santiago de las Vegas, Boyeros, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,“Queremos la luz”.,NULL,https://twitter.com/JaviXCubaLibre/status/1576372002281074688?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576372002281074688%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-112,01-10-2022,"Arroyo Arenas, La Lisa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/AdrianGlibertad/status/1576393305218158592?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576393305218158592%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-113,01-10-2022,"Nuevo Vedado, Plaza de la Revolución",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/barrel400/status/1576361795475865601?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576361795475865601%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-114,01-10-2022,"Santa Fé, Playa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1576393178915123203?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576393178915123203%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-115,01-10-2022,"Plaza de la Revolución, Nuevo Vedado,  La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/joseraul86/status/1576401389118689280?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576401389118689280%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-116,01-10-2022,"Las Margaritas, Bauta, Artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/danielbnews/status/1576421068583337984?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576421068583337984%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-117,01-10-2022,"El Aguacate, Caimito, Artemisa",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,Se produjeron altercados con policías y militares que intentaron desactivar la protesta.,https://twitter.com/Danaisy_Oficial/status/1576441438778580992?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576441438778580992%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-118,01-10-2022,"Punta Brava, La Lisa, La Habana",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-119,01-10-2022,"Vía Monumental, Habana del Este, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,"Inventario reportó un cierre de calle cerca del Hospital Militar Dr. Luis Díaz Soto, conocido popularmente como “El Naval”, pero no hay información.",Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-120,02-10-2022,"Capellanías, Caimito, Artemisa",Manifestación/Concentración,Manifestación,Concentración,Ciudadanos/pueblo,"Inventario reporta una protesta, pero no hay información.",Estado cubano,NULL,NULL,https://maphub.net/proyectoinventario/protestas-verano-2022-en-cuba
P22-121,02-10-2022,"Reparto El Chico, Boyeros, La Habana",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Grupo de personas arrojaron ramas de un árbol al medio de la calle para bloquear el paso como forma de protesta por los apagones constantes.,Estado cubano,NULL,NULL,https://twitter.com/AlMachete11/status/1576665247502376961?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576665247502376961%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-122,02-10-2022,"Guajaibón, Mariel, Artemisa",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,"""Pongan la corriente, pinga"".",NULL,https://twitter.com/albertfonse11j/status/1576736635655372801?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1576736635655372801%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-123,08-10-2022,"Jagüey Grande, Matanzas",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Gran cantidad de personas recorre las calles de la ciudad y se congregan frente al gobierno municipal a protestar por los cortes de electricidad.,Gobierno municipal,"""Pongan la corriente, pinga"".",NULL,https://twitter.com/JaviXCubaLibre/status/1578959738943180800?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1578959738943180800%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-124,09-10-2022,"Santa Cruz del Sur, Camagüey",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Personas del pueblo salen a protestar durante un apagón.,Estado cubano,"“Abajo la dictadura”, “Abajo Canel”, “Díaz-Canel singao”.",NULL,https://twitter.com/MarioJPenton/status/1579297507817160704?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1579297507817160704%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-125,09-10-2022,"Bejucal, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad.,Estado cubano,NULL,NULL,https://twitter.com/MarioJPenton/status/1579302973502808064?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1579302973502808064%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-126,10-10-2022,"Bejucal, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad y un cambio en el país.,Estado cubano,"""Libertad""","Autoridades intentan aplacar la protesta que tiene lugar por segundo día consecutivo. Se reportó que al día siguiente se realizaron en las escuelas reuniones con fiscales. Allí los padres fueron advertidos de que los adolescentes mayores de 16 años que sean sorprendidos en protestas serán penados con prisión domiciliaria y, en el caso de los menores de 16 años, los padres podrían cumplir entre dos y siete años de cárcel.",https://twitter.com/MarioJPenton/status/1579302973502808064?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1579302973502808064%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-127,10-10-2022,"Güines, Mayabeque",Bloqueo de vías,Bloqueo de vías,Bloqueo de vías,Ciudadanos/pueblo,"Manifestantes cierran la calle prendiendo fuego a neumáticos, madera, contenedores de basura e hicieron huir a los agentes. Demandaban el regreso de la electricidad.",Estado cubano,"""Pongan la corriente, pinga"", ""Díaz-Canel singao"".","Se reportaron enfrentamientos con la policía. Llegó la policía con ""un camión de tropas especiales y no pudieron bajar"". Según informaron los manifestantes, los estaban esperando: ""una turbamulta de gente machete en mano, que tiraban a los agentes piedras y pomos de cristal con excrementos"". Tras la huida de esas tropas, llegó otro vehículo, con ""chiquillos del Servicio Militar que visten de civil con palos grandes en la mano"", a los que la gente respondió: ""¡Vengan con los palos, que los vamos a matar aquí como en la época de los mambises! ¡Tiren, singaos, tiren, que aquí no hay miedo!"". Esos contingentes también ""tuvieron que irse"".",https://informa.link/cuba/Guines-Policia-piedras-cristal-excrementos_0_3402859692.html https://twitter.com/MarioJPenton/status/1579670357245845509?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1579670357245845509%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-128,10-10-2022,"La Micro, San José de las Lajas, Mayabeque",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Demanda la falta de electricidad y un cambio.,Estado cubano,NULL,NULL,https://twitter.com/Gil_lipollas/status/1579636110585536512?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1579636110585536512%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
P22-129,10-10-2022,"Güira de Macurijes, Matanzas",Cacerolazos,Cacerolazos,Cacerolazos,Ciudadanos/pueblo,Los manifestantes reclaman a las autoridades por los cortes de electricidad. Se quejan de que en La Habana los apagones son de menor duración.,Estado cubano,"""Libertad""",La protesta siguió incluso después de que llegara la corriente y la policía.,https://twitter.com/YannisEst/status/1579491960494211078?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1579491960494211078%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=
